,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,14,2,0,150,28,6,0
5,5,139,15,5,0,139,30,15,0
6,6,133,18,5,0,133,36,15,0
7,7,125,20,6,0,125,41,18,0
8,8,115,24,6,0,115,49,20,0
9,9,115,24,6,0,115,49,20,0
10,10,114,22,6,1,114,45,20,5
11,11,108,22,7,1,108,47,24,5
12,12,94,25,9,1,94,53,32,5
13,13,89,27,9,1,89,58,32,5
14,14,87,27,9,1,87,57,35,5
15,15,77,29,9,2,77,62,36,9
