,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,152,11,3,0,152,22,10,0
5,5,142,12,3,2,142,24,10,8
6,6,138,12,4,2,138,25,13,8
7,7,131,14,3,3,131,29,10,14
8,8,119,20,3,3,119,41,10,14
9,9,119,20,3,3,119,41,10,14
10,10,115,22,3,3,115,45,10,14
11,11,108,23,3,4,108,48,10,18
12,12,100,22,5,2,100,49,21,14
13,13,95,23,6,2,95,51,24,14
14,14,93,22,6,3,93,49,19,23
15,15,87,20,7,3,87,44,29,24
