,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,153,12,2,0,153,25,6,0
6,6,151,12,1,1,151,26,3,4
7,7,144,15,1,1,144,33,3,4
8,8,133,19,2,1,133,40,7,4
9,9,132,19,1,2,132,40,3,9
10,10,127,20,2,2,127,42,6,9
11,11,123,21,2,2,123,44,6,9
12,12,114,21,4,2,114,45,12,10
13,13,109,23,4,2,109,50,12,10
14,14,103,25,4,2,103,54,12,12
15,15,96,28,4,2,96,60,12,13
