,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,8,0,0,167,17,0,0
4,4,150,15,1,0,150,31,3,0
5,5,140,15,3,1,140,30,10,4
6,6,135,16,4,1,135,32,13,4
7,7,126,21,3,1,126,44,10,4
8,8,117,22,5,1,117,45,18,4
9,9,117,22,5,1,117,45,18,4
10,10,113,24,5,1,113,49,18,4
11,11,105,26,6,1,105,54,21,4
12,12,94,25,9,1,94,52,34,4
13,13,89,27,9,1,89,57,34,4
14,14,86,27,10,1,86,56,38,4
15,15,78,23,15,1,78,48,54,4
