,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,149,16,1,0,149,32,3,0
5,5,138,17,4,0,138,34,12,0
6,6,133,18,5,0,133,36,15,0
7,7,126,20,3,2,126,40,9,9
8,8,119,19,5,2,119,40,16,9
9,9,119,19,5,2,119,40,16,9
10,10,116,20,4,3,116,42,13,13
11,11,108,21,6,3,108,44,19,13
12,12,93,28,6,2,93,64,19,8
13,13,89,27,8,2,89,61,26,8
14,14,87,26,9,2,87,59,30,8
15,15,78,28,9,2,78,68,30,8
