,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,16,0,0,150,34,0,0
5,5,138,19,2,0,138,40,6,0
6,6,133,21,2,0,133,45,6,0
7,7,126,20,5,0,126,43,15,0
8,8,116,23,6,0,116,49,19,0
9,9,116,23,6,0,116,49,19,0
10,10,112,25,6,0,112,53,19,0
11,11,105,26,6,1,105,54,19,6
12,12,96,24,8,1,96,57,26,5
13,13,92,23,10,1,92,49,38,5
14,14,89,25,9,1,89,55,35,5
15,15,80,24,11,2,80,52,43,9
