,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,152,12,2,0,152,25,7,0
5,5,139,17,3,0,139,35,10,0
6,6,134,19,2,1,134,39,7,4
7,7,128,18,4,1,128,39,13,4
8,8,121,19,3,2,121,42,9,12
9,9,121,19,3,2,121,42,9,12
10,10,118,20,3,2,118,45,9,12
11,11,112,20,2,4,112,45,6,21
12,12,99,20,6,4,99,45,19,21
13,13,94,22,6,4,94,50,19,21
14,14,91,22,7,4,91,50,22,21
15,15,83,22,5,7,83,50,16,35
