,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,152,10,4,0,152,20,12,0
5,5,140,16,2,1,140,34,6,4
6,6,135,17,3,1,135,36,9,4
7,7,128,19,3,1,128,41,9,6
8,8,120,20,4,1,120,44,14,6
9,9,120,20,4,1,120,44,14,6
10,10,119,17,6,1,119,38,21,6
11,11,113,16,8,1,113,37,27,7
12,12,102,15,8,4,102,36,25,21
13,13,99,16,6,5,99,41,19,25
14,14,97,16,5,6,97,42,16,29
15,15,88,16,7,6,88,44,22,30
