,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,8,0,0,167,17,0,0
4,4,153,10,2,1,153,21,6,4
5,5,143,11,4,1,143,23,14,4
6,6,138,13,4,1,138,28,14,4
7,7,128,18,4,1,128,38,14,4
8,8,118,23,3,1,118,53,9,4
9,9,118,23,3,1,118,53,9,4
10,10,116,22,4,1,116,52,12,4
11,11,110,21,6,1,110,44,26,4
12,12,100,18,9,2,100,39,31,14
13,13,96,19,8,3,96,41,27,20
14,14,93,20,7,4,93,43,23,25
15,15,83,22,9,3,83,50,29,22
