,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,163,6,3,0,163,12,9,0
5,5,154,9,4,0,154,18,12,0
6,6,150,11,4,0,150,22,12,0
7,7,143,13,5,0,143,26,15,0
8,8,134,15,6,0,134,32,18,0
9,9,133,14,7,0,133,30,21,0
10,10,129,14,8,0,129,30,25,0
11,11,124,15,9,0,124,32,28,0
12,12,118,14,5,4,118,29,16,21
13,13,114,15,4,5,114,32,13,25
14,14,107,18,4,5,107,38,13,26
15,15,101,19,4,6,101,40,13,30
