,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,153,11,1,1,153,24,3,4
5,5,143,13,1,2,143,30,3,8
6,6,139,14,1,2,139,33,3,9
7,7,132,14,3,2,132,34,9,9
8,8,123,14,6,2,123,34,18,9
9,9,123,14,6,2,123,34,18,9
10,10,122,14,5,2,122,35,18,9
11,11,115,15,5,3,115,38,15,16
12,12,103,18,4,4,103,44,15,22
13,13,100,16,6,4,100,36,26,22
14,14,98,15,6,5,98,34,26,26
15,15,90,15,8,4,90,35,36,23
