,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,153,10,3,0,153,20,9,0
5,5,144,10,5,0,144,23,15,0
6,6,140,10,6,0,140,24,18,0
7,7,132,13,6,0,132,30,20,0
8,8,122,17,6,0,122,40,20,0
9,9,122,17,6,0,122,40,20,0
10,10,119,17,7,0,119,38,25,0
11,11,113,18,6,1,113,41,22,6
12,12,102,16,10,1,102,37,36,7
13,13,98,15,12,1,98,34,43,7
14,14,97,13,12,2,97,30,41,14
15,15,89,13,12,3,89,33,41,19
