,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,1,1,0,178,2,4,0
3,3,169,5,1,0,169,10,4,0
4,4,151,14,1,0,151,28,4,0
5,5,138,20,1,0,138,41,4,0
6,6,134,21,1,0,134,45,4,0
7,7,127,22,2,0,127,48,8,0
8,8,119,21,5,0,119,46,18,0
9,9,119,21,5,0,119,46,18,0
10,10,116,21,6,0,116,46,21,0
11,11,109,22,7,0,109,48,26,0
12,12,94,27,7,1,94,57,28,4
13,13,89,29,6,2,89,61,23,10
14,14,87,28,7,2,87,59,26,11
15,15,79,27,9,2,79,59,33,11
