,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,149,16,1,0,149,32,3,0
5,5,138,18,3,0,138,36,10,0
6,6,132,21,3,0,132,42,10,0
7,7,123,24,4,0,123,48,13,0
8,8,114,26,4,1,114,53,13,4
9,9,114,26,4,1,114,53,13,4
10,10,111,27,4,1,111,56,13,4
11,11,105,27,4,2,105,57,13,9
12,12,91,30,4,4,91,63,12,18
13,13,88,29,5,4,88,63,15,18
14,14,86,29,5,4,86,65,15,18
15,15,79,26,7,5,79,60,22,23
