,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,148,18,0,0,148,36,0,0
5,5,135,23,1,0,135,46,3,0
6,6,129,26,1,0,129,52,3,0
7,7,121,27,3,0,121,54,9,0
8,8,114,25,5,1,114,51,15,4
9,9,114,25,5,1,114,51,15,4
10,10,112,26,4,1,112,55,12,5
11,11,104,27,6,1,104,57,18,5
12,12,93,27,8,1,93,59,24,8
13,13,89,26,10,1,89,56,31,8
14,14,87,25,11,1,87,52,37,8
15,15,79,26,9,3,79,54,30,21
