,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,151,13,2,0,151,27,6,0
5,5,140,15,4,0,140,32,12,0
6,6,135,16,5,0,135,33,16,0
7,7,128,19,4,0,128,43,13,0
8,8,120,20,4,1,120,45,14,5
9,9,120,20,4,1,120,45,14,5
10,10,117,21,3,2,117,47,11,9
11,11,111,21,3,3,111,47,9,17
12,12,100,20,6,3,100,45,21,18
13,13,95,21,7,3,95,46,25,18
14,14,91,23,7,3,91,50,25,18
15,15,84,19,11,3,84,39,41,20
