,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,160,12,0,0,160,24,0,0
5,5,153,12,2,0,153,24,7,0
6,6,149,14,2,0,149,28,7,0
7,7,142,16,3,0,142,32,10,0
8,8,133,17,4,1,133,34,13,4
9,9,131,18,4,1,131,36,13,4
10,10,126,20,3,2,126,40,10,8
11,11,121,21,4,2,121,42,13,8
12,12,111,22,5,3,111,44,16,13
13,13,106,23,6,3,106,46,19,13
14,14,101,22,8,3,101,44,26,13
15,15,96,21,10,3,96,43,32,13
