,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,16,0,0,150,34,0,0
5,5,137,21,1,0,137,44,3,0
6,6,131,24,1,0,131,50,3,0
7,7,124,24,3,0,124,51,9,0
8,8,114,26,5,0,114,54,16,0
9,9,114,26,5,0,114,54,16,0
10,10,111,27,5,0,111,57,16,0
11,11,106,28,4,0,106,65,13,0
12,12,97,23,8,1,97,52,28,7
13,13,92,24,9,1,92,54,31,7
14,14,89,25,8,2,89,56,28,11
15,15,81,23,10,3,81,48,37,18
