,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,153,12,0,1,153,25,0,6
5,5,143,12,3,1,143,24,11,6
6,6,138,13,4,1,138,26,14,6
7,7,130,16,4,1,130,33,14,7
8,8,119,21,4,1,119,44,14,7
9,9,119,21,4,1,119,44,14,7
10,10,116,21,5,1,116,44,17,7
11,11,111,22,5,0,111,53,20,0
12,12,99,25,4,1,99,63,16,6
13,13,94,26,5,1,94,65,19,6
14,14,92,25,6,1,92,63,23,6
15,15,84,23,6,4,84,56,22,22
