,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,14,2,0,150,28,6,0
5,5,141,12,5,1,141,24,15,4
6,6,136,14,5,1,136,29,15,4
7,7,126,19,5,1,126,39,15,4
8,8,116,22,6,1,116,45,19,4
9,9,116,22,6,1,116,45,19,4
10,10,113,23,6,1,113,48,19,4
11,11,108,21,7,2,108,44,24,8
12,12,97,20,10,2,97,43,34,8
13,13,92,22,9,3,92,47,29,14
14,14,89,23,9,3,89,50,29,14
15,15,83,21,10,3,83,48,36,15
