,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,179,2,0,0,179,5,0,0
3,3,174,3,1,0,174,7,3,0
4,4,162,9,1,0,162,19,3,0
5,5,154,11,2,0,154,24,6,0
6,6,151,11,3,0,151,24,9,0
7,7,145,12,4,0,145,26,13,0
8,8,135,16,4,0,135,36,13,0
9,9,134,15,5,0,134,34,16,0
10,10,130,15,5,1,130,34,16,4
11,11,125,17,4,2,125,38,13,8
12,12,115,19,3,4,115,42,9,18
13,13,109,22,3,4,109,48,9,18
14,14,104,21,5,4,104,46,15,19
15,15,97,24,5,4,97,52,15,20
