,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,151,12,3,0,151,24,9,0
5,5,140,16,1,2,140,33,3,8
6,6,134,19,1,2,134,39,3,8
7,7,127,19,3,2,127,39,10,8
8,8,116,23,4,2,116,47,13,8
9,9,116,23,4,2,116,47,13,8
10,10,114,22,5,2,114,45,17,8
11,11,108,22,6,2,108,47,20,9
12,12,97,22,6,4,97,47,23,17
13,13,93,21,8,4,93,45,29,17
14,14,89,23,8,4,89,49,29,17
15,15,82,20,10,5,82,43,34,25
