,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,14,2,0,150,28,6,0
5,5,138,18,3,0,138,37,9,0
6,6,133,19,4,0,133,39,12,0
7,7,123,24,4,0,123,49,12,0
8,8,116,23,6,0,116,47,21,0
9,9,116,23,6,0,116,47,21,0
10,10,113,23,7,0,113,47,24,0
11,11,104,27,7,0,104,56,24,0
12,12,92,27,9,1,92,56,31,5
13,13,88,28,9,1,88,59,31,6
14,14,87,26,10,1,87,55,36,6
15,15,77,28,10,2,77,61,34,12
