,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,151,15,0,0,151,31,0,0
5,5,138,20,1,0,138,41,3,0
6,6,134,20,2,0,134,42,6,0
7,7,125,23,3,0,125,48,9,0
8,8,118,21,5,1,118,44,15,4
9,9,118,21,5,1,118,44,15,4
10,10,115,21,6,1,115,44,18,4
11,11,109,20,7,2,109,41,22,9
12,12,97,21,8,3,97,43,26,15
13,13,93,21,9,3,93,43,29,16
14,14,92,18,11,3,92,36,37,16
15,15,83,20,9,5,83,41,31,26
