,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,152,13,1,0,152,27,4,0
5,5,140,17,2,0,140,36,7,0
6,6,135,19,2,0,135,41,7,0
7,7,128,19,4,0,128,42,13,0
8,8,119,20,6,0,119,44,20,0
9,9,119,20,6,0,119,44,20,0
10,10,116,21,5,1,116,46,17,4
11,11,107,24,6,1,107,52,20,4
12,12,96,24,7,2,96,55,23,9
13,13,94,24,5,3,94,54,17,18
14,14,90,26,5,3,90,58,17,18
15,15,83,24,6,4,83,55,24,21
