,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,153,11,1,1,153,23,3,5
5,5,141,16,1,1,141,34,3,6
6,6,136,17,2,1,136,35,7,6
7,7,128,19,3,1,128,40,10,6
8,8,121,20,3,1,121,42,13,8
9,9,121,20,3,1,121,42,13,8
10,10,117,22,3,1,117,46,13,8
11,11,109,23,5,1,109,48,19,8
12,12,96,23,9,1,96,49,31,8
13,13,91,25,8,2,91,53,28,12
14,14,89,24,9,2,89,51,32,12
15,15,83,24,6,4,83,53,24,24
