,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,14,2,0,150,28,6,0
5,5,137,19,3,0,137,38,9,0
6,6,133,20,3,0,133,42,9,0
7,7,126,19,6,0,126,40,18,0
8,8,114,25,6,0,114,52,18,0
9,9,114,25,6,0,114,52,18,0
10,10,112,26,4,1,112,56,12,4
11,11,104,28,5,1,104,60,15,5
12,12,98,23,5,3,98,51,20,15
13,13,95,22,6,3,95,49,25,15
14,14,93,23,5,3,93,51,22,18
15,15,85,22,5,5,85,49,17,33
