,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,151,12,3,0,151,24,9,0
5,5,141,15,3,0,141,34,9,0
6,6,136,17,3,0,136,39,9,0
7,7,128,20,3,0,128,45,11,0
8,8,119,22,4,0,119,53,12,0
9,9,119,22,4,0,119,53,12,0
10,10,116,22,5,0,116,49,19,0
11,11,108,24,5,1,108,51,17,8
12,12,96,27,4,2,96,62,12,14
13,13,91,28,5,2,91,63,16,14
14,14,89,27,6,2,89,61,20,14
15,15,81,26,9,1,81,61,32,10
