,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,152,14,1,0,152,28,3,0
6,6,148,16,1,0,148,32,3,0
7,7,141,18,2,0,141,36,6,0
8,8,131,21,3,0,131,42,10,0
9,9,129,22,3,0,129,44,10,0
10,10,123,25,3,0,123,50,10,0
11,11,117,28,3,0,117,56,10,0
12,12,103,35,3,0,103,70,10,0
13,13,101,31,6,0,101,62,20,0
14,14,96,31,6,1,96,62,20,5
15,15,89,34,6,1,89,69,20,5
