,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,177,2,1,0,177,4,3,0
3,3,167,7,1,0,167,14,3,0
4,4,152,10,4,0,152,20,12,0
5,5,138,17,4,0,138,34,12,0
6,6,132,20,4,0,132,40,12,0
7,7,126,21,2,2,126,43,6,9
8,8,117,22,4,2,117,46,12,9
9,9,117,22,4,2,117,46,12,9
10,10,113,24,4,2,113,50,12,9
11,11,106,25,4,3,106,52,12,14
12,12,98,21,6,4,98,45,22,19
13,13,93,22,7,4,93,47,25,19
14,14,90,23,7,4,90,49,25,20
15,15,82,22,8,5,82,48,28,26
