,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,177,3,0,0,177,7,0,0
3,3,167,8,0,0,167,17,0,0
4,4,152,12,2,0,152,26,6,0
5,5,139,18,2,0,139,39,6,0
6,6,134,20,2,0,134,44,6,0
7,7,126,22,2,1,126,47,7,4
8,8,119,21,5,0,119,48,17,0
9,9,119,21,5,0,119,48,17,0
10,10,117,19,7,0,117,44,23,0
11,11,110,22,5,1,110,51,16,7
12,12,95,26,7,1,95,60,22,7
13,13,91,26,8,1,91,59,26,8
14,14,89,26,7,2,89,60,23,12
15,15,80,25,10,2,80,58,34,12
