,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,152,11,3,0,152,22,9,0
5,5,141,15,1,2,141,31,3,8
6,6,138,14,2,2,138,29,6,10
7,7,128,19,2,2,128,39,6,10
8,8,120,19,4,2,120,41,12,10
9,9,120,19,4,2,120,41,12,10
10,10,118,18,4,3,118,39,12,14
11,11,110,20,5,3,110,43,15,15
12,12,97,22,7,3,97,47,23,16
13,13,91,25,7,3,91,53,23,16
14,14,89,25,6,4,89,53,20,21
15,15,80,26,6,5,80,58,18,27
