,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,168,5,2,0,168,10,6,0
4,4,154,9,2,1,154,20,6,4
5,5,145,10,2,2,145,22,8,9
6,6,139,13,2,2,139,28,8,9
7,7,131,14,4,2,131,30,14,9
8,8,121,19,4,1,121,43,14,6
9,9,121,19,4,1,121,43,14,6
10,10,118,20,3,2,118,45,11,10
11,11,111,21,4,2,111,47,15,11
12,12,97,25,4,3,97,55,13,18
13,13,94,25,4,3,94,58,12,19
14,14,91,26,4,3,91,61,12,19
15,15,81,28,5,3,81,70,15,17
