,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,152,12,2,0,152,26,6,0
5,5,141,14,4,0,141,30,13,0
6,6,135,17,4,0,135,36,13,0
7,7,127,18,6,0,127,38,19,0
8,8,118,19,7,1,118,40,22,4
9,9,118,19,7,1,118,40,22,4
10,10,114,21,7,1,114,44,22,4
11,11,106,22,9,1,106,46,28,4
12,12,96,20,9,4,96,40,31,17
13,13,91,22,8,5,91,44,28,21
14,14,89,22,8,5,89,44,28,23
15,15,83,22,5,7,83,44,16,41
