,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,154,11,2,0,154,22,8,0
6,6,150,13,2,0,150,26,8,0
7,7,142,17,2,0,142,34,8,0
8,8,134,18,3,0,134,37,11,0
9,9,132,19,3,0,132,39,11,0
10,10,127,21,2,1,127,43,6,6
11,11,121,24,2,1,121,49,6,6
12,12,110,26,4,1,110,54,12,6
13,13,105,27,5,1,105,56,15,6
14,14,101,25,7,1,101,51,24,6
15,15,94,28,7,1,94,57,24,7
