,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,149,16,1,0,149,32,3,0
5,5,140,17,2,0,140,36,8,0
6,6,137,15,3,1,137,32,9,6
7,7,129,17,4,1,129,37,12,6
8,8,121,18,5,1,121,41,16,6
9,9,121,18,5,1,121,41,16,6
10,10,118,18,6,1,118,40,20,6
11,11,112,18,5,3,112,40,17,15
12,12,102,17,5,5,102,38,19,25
13,13,98,17,6,5,98,38,22,26
14,14,95,18,5,6,95,40,18,31
15,15,86,18,7,6,86,41,24,33
