,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,15,1,0,150,30,4,0
5,5,137,20,2,0,137,40,7,0
6,6,134,19,3,0,134,39,11,0
7,7,126,21,4,0,126,43,15,0
8,8,120,20,3,2,120,41,11,10
9,9,120,20,3,2,120,41,11,10
10,10,118,20,2,3,118,41,8,15
11,11,111,21,2,4,111,43,8,20
12,12,98,22,5,4,98,45,18,21
13,13,94,21,7,4,94,43,24,21
14,14,92,20,8,4,92,42,27,21
15,15,81,25,7,4,81,56,23,22
