,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,152,12,2,0,152,25,7,0
5,5,140,16,2,1,140,33,7,4
6,6,136,17,2,1,136,38,6,4
7,7,128,18,4,1,128,40,12,4
8,8,118,21,4,2,118,46,12,8
9,9,118,21,4,2,118,46,12,8
10,10,115,21,5,2,115,46,15,8
11,11,108,22,6,2,108,47,21,8
12,12,95,25,7,2,95,54,24,11
13,13,91,26,7,2,91,56,26,11
14,14,89,26,7,2,89,57,26,12
15,15,82,24,9,2,82,52,38,12
