,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,148,18,0,0,148,36,0,0
5,5,141,16,1,1,141,34,4,5
6,6,135,19,1,1,135,40,4,5
7,7,128,19,3,1,128,40,11,5
8,8,120,19,5,1,120,40,19,5
9,9,120,19,5,1,120,40,19,5
10,10,117,20,5,1,117,43,19,5
11,11,109,22,6,1,109,47,23,5
12,12,96,24,8,1,96,50,31,7
13,13,90,27,8,1,90,56,31,7
14,14,88,27,8,1,88,56,33,7
15,15,81,23,10,3,81,49,37,17
