,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,177,2,1,0,177,4,3,0
3,3,168,5,2,0,168,10,6,0
4,4,153,10,3,0,153,21,10,0
5,5,140,16,3,0,140,34,10,0
6,6,134,19,3,0,134,40,10,0
7,7,127,20,4,0,127,43,14,0
8,8,118,23,2,2,118,49,6,11
9,9,118,23,2,2,118,49,6,11
10,10,114,25,2,2,114,53,6,11
11,11,106,26,4,2,106,54,13,11
12,12,92,29,5,3,92,60,15,17
13,13,88,29,6,3,88,59,20,17
14,14,85,30,5,4,85,61,17,21
15,15,79,25,9,4,79,50,32,23
