,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,14,2,0,150,28,6,0
5,5,138,20,1,0,138,43,3,0
6,6,132,23,1,0,132,49,3,0
7,7,124,25,2,0,124,51,9,0
8,8,117,24,4,0,117,51,16,0
9,9,117,24,4,0,117,51,16,0
10,10,115,22,6,0,115,47,22,0
11,11,107,23,8,0,107,49,28,0
12,12,95,24,10,0,95,53,36,0
13,13,93,23,7,3,93,51,25,15
14,14,92,21,8,3,92,47,30,15
15,15,84,20,9,4,84,45,33,22
