,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,151,12,3,0,151,24,9,0
5,5,137,19,3,0,137,38,9,0
6,6,132,20,4,0,132,40,12,0
7,7,126,19,6,0,126,38,20,0
8,8,119,18,5,3,119,36,17,12
9,9,119,18,5,3,119,36,17,12
10,10,116,19,5,3,116,39,17,12
11,11,111,17,7,3,111,37,24,12
12,12,99,19,8,3,99,39,31,15
13,13,95,19,9,3,95,40,34,15
14,14,91,21,9,3,91,44,34,15
15,15,85,17,11,4,85,36,43,20
