,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,149,16,1,0,149,32,3,0
5,5,140,16,2,1,140,32,7,5
6,6,134,19,2,1,134,38,7,5
7,7,125,23,2,1,125,46,7,5
8,8,117,23,3,2,117,46,10,10
9,9,117,23,3,2,117,46,10,10
10,10,115,22,4,2,115,45,13,10
11,11,109,21,6,2,109,44,20,10
12,12,96,23,8,2,96,48,26,13
13,13,93,22,9,2,93,46,29,13
14,14,90,22,10,2,90,46,32,13
15,15,83,21,10,3,83,45,31,22
