,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,151,13,2,0,151,27,6,0
5,5,140,17,2,0,140,38,6,0
6,6,137,15,4,0,137,34,13,0
7,7,129,17,5,0,129,37,18,0
8,8,123,15,5,2,123,34,17,10
9,9,123,15,5,2,123,34,17,10
10,10,120,16,4,3,120,36,14,14
11,11,111,21,3,3,111,48,11,14
12,12,96,26,4,3,96,59,14,15
13,13,92,25,6,3,92,55,22,15
14,14,89,26,6,3,89,57,22,16
15,15,84,23,6,4,84,51,23,26
