,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,152,11,3,0,152,22,9,0
5,5,141,15,3,0,141,30,12,0
6,6,135,18,3,0,135,36,12,0
7,7,128,19,3,1,128,39,12,4
8,8,117,23,4,1,117,47,15,4
9,9,117,23,4,1,117,47,15,4
10,10,113,25,4,1,113,51,15,4
11,11,106,25,6,1,106,50,22,5
12,12,96,23,8,2,96,49,29,9
13,13,92,24,9,1,92,50,37,4
14,14,90,23,10,1,90,47,42,4
15,15,80,26,8,3,80,54,36,13
