,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,152,12,2,0,152,25,7,0
5,5,140,17,2,0,140,37,7,0
6,6,134,20,2,0,134,43,7,0
7,7,129,17,4,1,129,35,16,4
8,8,122,17,4,2,122,36,17,9
9,9,122,17,4,2,122,36,17,9
10,10,118,19,4,2,118,40,17,9
11,11,111,19,6,2,111,41,23,9
12,12,99,22,6,2,99,51,22,12
13,13,95,22,6,3,95,51,21,17
14,14,92,23,6,3,92,53,21,18
15,15,85,22,6,4,85,52,24,22
