,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,15,1,0,150,31,3,0
5,5,139,17,3,0,139,35,10,0
6,6,135,17,4,0,135,36,13,0
7,7,127,20,3,1,127,43,10,4
8,8,121,17,6,1,121,38,20,5
9,9,121,17,6,1,121,38,20,5
10,10,118,17,7,1,118,38,23,5
11,11,109,20,8,1,109,44,26,5
12,12,96,24,7,2,96,56,22,9
13,13,91,26,7,2,91,61,22,9
14,14,90,23,9,2,90,54,30,9
15,15,82,22,10,3,82,49,38,14
