,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,8,0,0,167,17,0,0
4,4,150,16,0,0,150,34,0,0
5,5,139,19,0,1,139,41,0,4
6,6,136,18,1,1,136,40,4,4
7,7,127,21,2,1,127,44,9,4
8,8,117,23,4,1,117,48,15,4
9,9,117,23,4,1,117,48,15,4
10,10,114,24,4,1,114,51,15,4
11,11,110,20,6,2,110,44,22,8
12,12,98,22,5,4,98,49,17,20
13,13,96,19,7,4,96,42,26,20
14,14,94,20,6,4,94,49,22,19
15,15,85,21,5,6,85,52,19,28
