,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,151,13,2,0,151,27,6,0
5,5,140,14,5,0,140,29,15,0
6,6,134,17,5,0,134,35,15,0
7,7,124,22,5,0,124,45,15,0
8,8,115,24,6,0,115,50,18,0
9,9,115,24,6,0,115,50,18,0
10,10,111,26,6,0,111,54,18,0
11,11,103,28,7,0,103,59,21,0
12,12,91,31,6,1,91,68,19,5
13,13,89,29,7,1,89,65,24,5
14,14,87,28,7,2,87,60,27,9
15,15,79,28,8,2,79,64,30,10
