,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,168,6,1,0,168,13,3,0
4,4,155,8,3,0,155,20,9,0
5,5,144,12,3,0,144,31,9,0
6,6,138,15,3,0,138,37,9,0
7,7,130,18,3,0,130,43,11,0
8,8,120,21,4,0,120,47,17,0
9,9,120,21,4,0,120,47,17,0
10,10,119,18,6,0,119,41,24,0
11,11,111,21,5,1,111,48,21,4
12,12,99,23,5,2,99,54,18,13
13,13,95,24,4,3,95,57,15,17
14,14,92,24,5,3,92,57,18,17
15,15,81,26,7,3,81,59,26,18
