,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,160,12,0,0,160,24,0,0
5,5,150,17,0,0,150,34,0,0
6,6,147,17,1,0,147,34,3,0
7,7,139,21,1,0,139,42,3,0
8,8,129,23,3,0,129,46,9,0
9,9,128,23,2,1,128,46,6,4
10,10,123,25,2,1,123,51,6,4
11,11,118,27,2,1,118,55,6,4
12,12,110,27,4,0,110,58,14,0
13,13,107,25,5,1,107,51,18,6
14,14,102,24,6,2,102,49,21,10
15,15,98,23,5,4,98,47,16,21
