,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,177,2,1,0,177,4,3,0
3,3,167,7,1,0,167,14,3,0
4,4,153,12,0,1,153,27,0,4
5,5,140,18,0,1,140,39,0,5
6,6,134,21,0,1,134,45,0,5
7,7,126,22,2,1,126,47,6,5
8,8,115,27,2,1,115,58,6,5
9,9,115,27,2,1,115,58,6,5
10,10,113,25,4,1,113,53,13,5
11,11,107,24,5,2,107,51,17,9
12,12,96,23,7,3,96,47,27,14
13,13,93,21,9,3,93,43,34,14
14,14,90,21,10,3,90,43,37,14
15,15,81,20,12,4,81,42,40,21
