,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,8,0,0,167,17,0,0
4,4,150,15,1,0,150,31,3,0
5,5,138,19,1,1,138,39,3,4
6,6,132,22,1,1,132,45,3,4
7,7,123,26,1,1,123,54,3,4
8,8,117,24,3,1,117,51,11,5
9,9,117,24,3,1,117,51,11,5
10,10,113,26,3,1,113,55,11,5
11,11,105,27,5,1,105,57,17,5
12,12,98,23,4,4,98,49,18,19
13,13,95,22,4,5,95,47,18,24
14,14,91,24,4,5,91,51,18,24
15,15,84,23,5,5,84,49,24,27
