,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,15,1,0,150,31,3,0
5,5,138,18,3,0,138,37,9,0
6,6,134,18,3,1,134,37,9,4
7,7,127,18,5,1,127,37,16,4
8,8,118,19,6,2,118,39,19,8
9,9,118,19,6,2,118,39,19,8
10,10,115,19,7,2,115,39,22,8
11,11,110,16,10,2,110,33,33,8
12,12,96,21,8,4,96,45,26,17
13,13,92,22,8,4,92,48,26,18
14,14,91,19,10,4,91,42,33,18
15,15,83,20,9,5,83,45,29,27
