,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,168,6,1,0,168,12,4,0
4,4,151,14,0,1,151,28,0,5
5,5,140,15,3,1,140,30,9,5
6,6,134,18,3,1,134,36,9,5
7,7,126,19,5,1,126,38,15,5
8,8,117,21,6,1,117,44,18,5
9,9,117,21,6,1,117,44,18,5
10,10,116,19,6,2,116,40,18,10
11,11,109,20,6,3,109,43,18,14
12,12,95,26,6,2,95,60,19,10
13,13,92,23,9,2,92,53,29,10
14,14,90,24,8,2,90,57,26,11
15,15,80,25,9,3,80,56,33,15
