,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,153,11,3,0,153,22,9,0
6,6,149,13,3,0,149,26,9,0
7,7,143,13,5,0,143,26,15,0
8,8,135,14,6,0,135,29,20,0
9,9,133,15,6,0,133,31,20,0
10,10,128,18,5,0,128,39,17,0
11,11,123,20,5,0,123,44,17,0
12,12,114,21,5,1,114,45,20,5
13,13,109,24,4,1,109,53,17,5
14,14,104,24,5,1,104,54,20,6
15,15,98,24,7,1,98,50,30,6
