,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,8,0,0,167,17,0,0
4,4,151,14,1,0,151,30,3,0
5,5,140,16,2,1,140,33,7,4
6,6,137,15,3,1,137,33,10,4
7,7,128,19,3,1,128,42,10,4
8,8,118,24,1,2,118,52,4,10
9,9,118,24,1,2,118,52,4,10
10,10,116,23,2,2,116,50,7,10
11,11,109,24,2,3,109,51,7,16
12,12,99,22,4,4,99,47,13,24
13,13,95,23,3,5,95,49,9,30
14,14,91,25,3,5,91,53,9,30
15,15,82,25,4,6,82,52,14,35
