,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,150,14,2,0,150,28,6,0
5,5,138,17,4,0,138,34,12,0
6,6,133,19,4,0,133,39,12,0
7,7,128,16,7,0,128,33,23,0
8,8,118,19,7,1,118,39,23,4
9,9,118,19,7,1,118,39,23,4
10,10,114,21,7,1,114,43,23,4
11,11,108,22,6,2,108,47,19,10
12,12,95,26,5,3,95,56,16,17
13,13,91,27,4,4,91,58,12,23
14,14,89,26,5,4,89,57,15,23
15,15,84,22,7,4,84,49,25,26
