,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,150,14,2,0,150,28,6,0
5,5,138,18,3,0,138,37,9,0
6,6,133,19,4,0,133,39,12,0
7,7,125,21,5,0,125,44,15,0
8,8,116,23,5,1,116,48,15,5
9,9,116,23,5,1,116,48,15,5
10,10,113,23,6,1,113,48,18,5
11,11,105,25,7,1,105,53,21,5
12,12,94,26,8,1,94,57,28,5
13,13,90,26,8,2,90,57,26,11
14,14,88,26,8,2,88,58,26,11
15,15,82,24,9,2,82,56,32,12
