,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,168,5,2,0,168,10,6,0
4,4,152,12,1,1,152,24,3,5
5,5,141,14,3,1,141,29,9,5
6,6,137,14,4,1,137,30,12,5
7,7,129,17,4,1,129,36,12,7
8,8,119,22,4,0,119,53,12,0
9,9,119,22,4,0,119,53,12,0
10,10,117,20,6,0,117,49,18,0
11,11,110,21,6,1,110,51,19,4
12,12,101,19,8,1,101,43,33,7
13,13,96,20,9,1,96,43,38,7
14,14,94,18,11,1,94,39,44,7
15,15,86,18,11,2,86,40,46,12
