,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,152,11,3,0,152,22,10,0
5,5,141,14,3,1,141,29,9,5
6,6,138,13,4,1,138,27,14,5
7,7,128,18,4,1,128,37,14,5
8,8,120,16,8,1,120,32,27,5
9,9,120,16,8,1,120,32,27,5
10,10,119,15,8,1,119,31,27,5
11,11,113,16,7,2,113,35,23,11
12,12,103,14,8,4,103,29,28,22
13,13,99,14,9,4,99,28,32,23
14,14,97,13,10,4,97,26,35,24
15,15,88,14,11,4,88,31,38,25
