,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,153,11,2,0,153,25,6,0
5,5,140,17,2,0,140,38,6,0
6,6,136,16,4,0,136,36,12,0
7,7,128,19,4,0,128,44,12,0
8,8,118,23,4,0,118,54,12,0
9,9,118,23,4,0,118,54,12,0
10,10,115,24,4,0,115,57,12,0
11,11,108,25,5,0,108,61,15,0
12,12,96,25,8,0,96,61,27,0
13,13,91,26,9,0,91,63,30,0
14,14,88,26,10,0,88,63,33,0
15,15,78,29,9,1,78,72,30,4
