,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,151,13,2,0,151,27,6,0
5,5,141,15,3,0,141,33,10,0
6,6,136,16,4,0,136,35,13,0
7,7,127,20,3,1,127,43,9,5
8,8,122,15,6,2,122,32,20,10
9,9,122,15,6,2,122,32,20,10
10,10,118,17,6,2,118,36,20,10
11,11,112,17,6,3,112,37,20,15
12,12,100,19,7,3,100,43,23,18
13,13,97,20,6,3,97,46,19,22
14,14,94,20,7,3,94,46,22,22
15,15,86,19,9,3,86,43,32,23
