,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,161,10,1,0,161,20,3,0
5,5,154,10,3,0,154,20,10,0
6,6,150,12,3,0,150,24,10,0
7,7,143,15,2,1,143,30,7,4
8,8,133,18,2,2,133,36,7,8
9,9,131,19,2,2,131,38,7,8
10,10,125,22,2,2,125,44,7,8
11,11,121,23,2,2,121,48,7,8
12,12,110,25,3,3,110,52,10,12
13,13,107,24,4,3,107,52,13,12
14,14,102,24,4,4,102,53,12,17
15,15,98,22,5,5,98,49,16,21
